"user_id","jumlah_transaksi","biaya","age"
341,1,25,"25"
342,4,274.18000216999997,"49"
343,1,38,"12"
346,1,12.80000019,"31"
347,1,86.25,"29"
349,3,469.24999230000003,"40"
350,1,131.9400024,"40"
351,2,164.98000527,"70"
352,5,177.350002287,"67"
353,1,69,"39"
354,1,49.99000168,"55"
355,4,214.98999786000002,"66"
357,8,634.52000045,"37"
360,1,114.9100037,"41"
361,6,238.88999551999999,"38"
362,2,20.369999889,"32"
363,1,39.59999847,"40"
364,3,239.99000168,"48"
365,1,69.94999695,"52"
367,1,45,"58"
369,2,74,"13"
370,12,587.6699934,"50"
371,1,32.45000076,"41"
372,3,66.479999541,"70"
373,2,45.51000023,"25"
374,2,138.98999977,"23"
375,2,97.52000046,"45"
376,2,94,"28"
377,3,129.90999793999998,"49"
378,2,36.590000149999995,"20"
379,1,135,"54"
380,1,26.29000092,"69"
381,1,14.98999977,"68"
382,2,100.4600029,"63"
384,4,282.73000718000003,"41"
385,1,32.99000168,"69"
386,2,52.86000061,"24"
387,1,15.89000034,"29"
388,1,47,"12"
389,2,57.20000076,"32"
391,3,418.93999858,"23"
392,2,51.980001451,"58"
393,1,49.93000031,"62"
394,1,85,"20"
395,1,15.97999954,"29"
396,2,84.99000168,"57"
397,6,497.15999988,"13"
398,3,158.53999901,"16"
399,5,198.649999616,"70"
400,1,49.06000137,"68"
401,4,244.77999878000003,"65"
402,4,136.5,"20"
403,1,39.99000168,"67"
404,1,11.92000008,"30"
406,6,392.24999618000004,"49"
407,1,22,"63"
408,1,29.98999977,"58"
409,1,18.5,"44"
410,2,69.430000305,"48"
411,2,101.47999763,"18"
412,1,32.90000153,"41"
413,3,84.06999969,"70"
415,2,37.98999977,"56"
417,1,37.5,"59"
418,1,49.99000168,"58"
419,3,175.73999786000002,"64"
420,1,109.9000015,"60"
421,1,248.8500061,"23"
422,2,213.83000565999998,"54"
423,1,15.94999981,"63"
424,1,34.99000168,"57"
426,1,49.99000168,"32"
428,2,72.94000053,"47"
429,6,712,"67"
430,2,142.48999786000002,"43"
431,1,78,"17"
432,1,23.98999977,"24"
433,5,260.94999981,"20"
434,1,36.99000168,"37"
435,1,14,"37"
436,1,26.98999977,"34"
437,3,179.52999878,"64"
438,1,60,"70"
439,1,34,"44"
440,1,10.25,"45"
441,3,297.63999939,"50"
442,1,88,"54"
443,1,45,"24"
444,1,399,"20"
445,2,45.960001946999995,"36"
446,2,235.95000076,"45"
449,1,13.89999962,"65"
451,2,139.68000030000002,"48"
452,3,90.900000569,"41"
454,1,50.75,"33"
455,4,128.8900013,"70"
456,4,112.88000107100001,"41"
457,9,760.07999993,"62"
458,2,71.98000145,"27"
462,2,101.98999977,"41"
463,3,354.77999878,"34"
464,1,45,"47"
465,2,77.9300003,"59"
466,1,59.5,"56"
467,3,138.8900013,"65"
468,2,62.49000168,"32"
469,1,35,"53"
470,4,168.57999801,"49"
472,2,40,"14"
473,1,45.70000076,"63"
474,1,59.95000076,"68"
476,1,29.5,"56"
477,1,125,"33"
478,2,89.95000076,"61"
479,2,68.94000053,"49"
481,1,24.98999977,"36"
482,3,131.430003169,"50"
483,1,54.97000122,"38"
484,1,295,"65"
485,5,140.94000053,"45"
486,1,122,"67"
488,3,181.59999847,"16"
490,4,443.29000091999995,"52"
491,1,33.95000076,"31"
493,2,104,"63"
495,3,110.95000076,"24"
496,2,64.94000053,"28"
498,6,634.10999484,"50"
499,1,14.32999992,"22"
501,2,44.97999954,"59"
502,3,117.89999771000001,"32"
503,3,126.97999763,"60"
505,1,61.38000107,"43"
506,1,10.97000027,"13"
508,2,216.94999695,"14"
509,1,44.5,"58"
510,1,31.98999977,"60"
511,1,79.98999786,"67"
512,2,94.98999786,"62"
513,1,129.5,"66"
514,1,14,"56"
516,1,89,"16"
517,1,34.99000168,"37"
518,4,205.89000034,"26"
519,4,115.94000244,"61"
520,1,148,"64"
522,2,228.95000076,"20"
523,4,410.18999672,"61"
524,3,375.36000061,"58"
526,2,62.49000168,"28"
527,1,75,"67"
528,4,248.820001596,"26"
529,1,32.13999939,"31"
530,2,119.5,"69"
531,1,21.98999977,"47"
532,9,332.959999081,"23"
533,4,168.13000107,"63"
534,2,79,"37"
535,2,108.5,"70"
536,2,189,"47"
537,3,160.97999954,"65"
538,2,93.95000076,"50"
539,2,349,"38"
540,2,397.95000076,"47"
542,1,27.38999939,"68"
543,1,149,"46"
544,1,28,"55"
547,1,54,"52"
549,1,2.950000048,"50"
551,1,49.5,"54"
552,3,105.06000042,"59"
553,1,60,"14"
554,2,264.5,"20"
555,6,222.89999962000002,"60"
556,2,60,"65"
557,2,90.19999981,"18"
559,1,10.72000027,"68"
560,1,49.95000076,"30"
561,2,53.48000145,"65"
562,2,42.619998929999994,"47"
564,2,105.5,"34"
565,4,375.99000168,"13"
566,1,14.98999977,"59"
567,5,238.62000083499998,"24"
568,1,49.95000076,"42"
569,5,237.98999977,"23"
570,2,329.95999142000005,"27"
572,3,115.83999634,"22"
574,2,278.9499969,"39"
575,1,38.99000168,"66"
576,5,183.20000076,"58"
578,1,24.98999977,"21"
579,2,489.9400177,"31"
582,1,45,"63"
583,4,396.78001403,"28"
584,2,65.52999878,"19"
585,1,19.98999977,"64"
587,4,186.61999798,"36"
591,1,110,"14"
592,5,361.83999733,"54"
593,1,74.94999695,"55"
594,1,24.95000076,"48"
596,5,263.75,"49"
597,1,12,"42"
598,5,270.88999839,"43"
601,1,695,"53"
603,4,101.370000841,"14"
604,1,28.98999977,"58"
606,3,111.44000052999999,"32"
608,1,119.9899979,"38"
609,1,28,"31"
612,3,116.910001752,"37"
613,1,19.98999977,"30"
614,5,393.05000302,"70"
616,1,135,"18"
617,2,173.98999977,"18"
618,4,102.47000122,"50"
619,2,75.95000076,"49"
620,3,120.48999977,"58"
621,1,44,"63"
622,1,42,"46"
623,1,47,"58"
624,1,14.69999981,"12"
625,2,319.980011,"43"
628,2,101.22999954,"37"
629,1,45,"67"
630,2,104,"45"
631,1,49.99000168,"44"
633,2,40.46000004,"62"
634,1,65,"65"
635,4,186.36999893,"46"
636,3,72.64000034,"43"
640,6,427.81000518999997,"13"
641,1,198,"44"
642,1,239.9900055,"14"
644,1,22.79999924,"67"
645,1,11.55000019,"27"
646,2,18.989999771,"58"
647,1,21.35000038,"62"
648,1,47.99000168,"19"
649,1,38.45000076,"69"
650,3,142.75,"48"
651,2,162.06999969,"48"
652,2,86.95000076,"36"
653,1,44.99000168,"29"
656,1,47.88000107,"26"
657,7,640.5800113600001,"25"
658,6,253.43999862,"28"
659,2,89,"66"
660,2,77.29000092,"37"
661,2,211.44999981,"68"
662,4,171.1799984,"48"
663,1,49.95000076,"48"
664,3,184.97999954,"46"
666,2,77.02000046,"20"
667,2,94.59000015000001,"67"
668,1,58.5,"45"
670,1,54,"32"
671,1,24.09000015,"46"
672,2,742.9500122,"14"
673,2,94.99000168,"57"
676,2,23.909999845,"61"
677,1,18,"35"
679,2,100.95999908,"42"
681,4,159.29999923,"15"
682,1,36,"62"
683,1,61.95000076,"26"
684,2,123,"53"
686,1,119.9899979,"70"
687,2,78.97999954,"60"
688,2,155.949999809,"60"
689,1,18.5,"42"
690,4,189.140001296,"33"
694,2,44.989999771,"28"
695,1,169,"26"
697,1,169,"63"
699,1,10.47999954,"34"
701,4,223.22000122100002,"27"
702,2,117.5,"69"
703,1,25,"55"
704,1,54,"29"
705,3,130.5,"48"
706,3,59.40000057,"69"
708,2,99.40000153,"42"
709,1,29.69000053,"55"
710,2,74.28999996,"68"
711,3,71.51000117999999,"18"
712,2,64.940001489,"24"
714,1,42.5,"14"
715,5,403.64000511999996,"47"
717,1,82.48999786,"33"
718,1,44.77999878,"54"
720,2,31.95000076,"32"
721,1,29.40999985,"48"
722,5,245.23999977,"38"
724,2,64.95000076,"55"
725,2,45,"30"
726,2,129.93999863,"50"
727,1,17.98999977,"48"
728,6,300.41000175,"31"
729,1,25,"12"
731,1,9.760000229,"62"
732,1,14.39999962,"47"
733,1,7.949999809,"44"
734,1,69.5,"64"
735,1,160,"18"
736,2,117.1299973,"55"
737,3,123.92000389,"24"
739,6,376.049993519,"57"
740,2,184.48999977,"32"
742,6,255.14999766,"31"
743,1,20.98999977,"40"
745,1,40,"14"
746,1,19.98999977,"26"
747,1,34.99000168,"56"
748,1,22.96999931,"23"
750,4,169.96999931,"21"
751,2,102.98999977,"64"
752,1,37.25999832,"22"
753,2,41,"23"
754,1,24.98999977,"61"
755,4,250.93999672,"31"
756,1,119,"69"
757,5,227.97999954,"34"
759,1,40.5,"47"
760,4,70.97999954,"33"
761,1,22,"26"
762,1,29,"44"
763,2,83.98999977,"51"
764,1,83.18000031,"18"
765,5,605.9500122,"28"
766,7,862.9000034300001,"61"
767,3,210.58999634,"65"
768,2,38.479999539999994,"45"
769,2,144.97000504,"37"
770,2,99,"56"
771,1,159,"41"
772,2,39.97999954,"36"
773,2,92.49000168,"69"
774,1,26,"39"
775,1,39.99000168,"55"
776,5,265.36999888,"41"
777,2,252.98000336,"34"
779,1,128,"23"
780,5,244.94000436,"27"
782,2,72.5,"65"
783,2,84,"25"
784,1,7.5,"66"
785,1,25.98999977,"54"
786,4,171.370004652,"44"
787,2,142.94999695,"24"
788,1,8,"54"
789,1,22,"51"
790,3,163.42999649,"58"
791,1,12.98999977,"28"
792,1,99.98999786,"40"
794,3,76.88999939,"35"
795,6,191.97999954,"67"
796,1,110.25,"34"
797,4,312.99000168,"36"
798,2,60.98000145,"40"
800,2,269.4799957,"26"
801,3,129.98999786000002,"58"
802,1,100,"45"
803,2,39.94999981,"34"
805,1,138,"35"
806,1,12,"32"
807,2,71.15999984999999,"49"
808,2,155.76999664,"12"
809,1,98,"31"
810,1,79.5,"41"
811,1,139,"21"
812,3,147.92999644100001,"34"
813,1,98,"19"
814,2,210.41999816999999,"65"
816,1,52,"70"
817,1,69.98999786,"36"
818,2,101.95999908,"37"
819,3,172.90000152,"52"
820,2,29.989999769999997,"56"
823,1,17.95000076,"21"
824,2,74.78000069,"47"
825,1,20,"30"
826,1,75.98999786,"26"
827,1,84.98999786,"68"
828,7,395.35000038,"57"
829,1,21.98999977,"14"
831,1,32,"32"
832,1,24.98999977,"44"
833,1,37.97999954,"37"
835,3,220.99000168,"52"
836,1,129.9900055,"38"
837,1,79.5,"63"
838,1,325,"18"
839,3,71.59000206,"46"
840,3,130.99000168,"32"
841,5,352.27999878,"27"
842,1,398,"61"
843,1,24,"13"
844,4,411.95000076,"40"
845,1,138,"51"
846,1,14.51000023,"41"
847,2,154.98999977,"53"
848,3,79.21999932,"66"
850,1,14.98999977,"42"
852,3,185.98000527,"59"
853,1,16.97999954,"13"
854,3,179.44999694,"34"
855,1,36.75,"20"
856,2,21.939999579000002,"57"
857,4,382.41999911899995,"59"
860,1,89,"12"
861,1,55,"23"
862,2,216,"45"
865,2,143.95999908,"41"
866,2,444.99000168,"70"
867,2,184.93999476,"54"
869,1,36.24000168,"55"
870,2,27.950000048,"21"
871,1,168,"31"
872,1,55.99000168,"30"
873,1,14.98999977,"36"
874,4,201.99000168,"55"
875,2,38,"51"
876,1,39.99000168,"18"
877,1,12.35999966,"36"
878,1,41.99000168,"56"
880,1,81.94999695,"13"
881,3,265.99000168,"62"
882,5,167.5500021,"35"
883,3,144,"26"
884,1,29.98999977,"35"
885,2,39.97999954,"48"
887,1,6.989999771,"41"
888,7,333.35999921999996,"66"
889,2,218.5,"57"
890,1,20,"52"
892,6,188.24000071999998,"51"
893,5,333,"17"
895,1,28.95000076,"62"
898,3,119.92999649000001,"64"
900,1,160,"64"
901,1,59.45000076,"67"
902,2,23.64000034,"64"
903,8,278.130003928,"31"
904,1,14.94999981,"24"
905,8,825.36000634,"46"
906,4,164.58999824,"70"
907,2,70.99000168,"38"
908,1,395,"40"
909,1,31.5,"52"
910,6,152.639999381,"69"
911,1,109.9899979,"57"
913,2,89.5,"14"
914,2,52,"31"
915,1,29.84000015,"50"
916,2,293.9499969,"67"
917,1,24.95000076,"21"
918,4,184.68999863,"28"
919,6,385.73000145,"46"
921,4,150.38000154899999,"63"
922,1,20.90999985,"61"
923,1,68,"53"
924,2,109.45000076,"22"
925,1,32,"31"
927,1,17.98999977,"30"
931,2,98.91999817,"60"
932,4,150.44000053,"43"
936,4,459.5899963,"67"
937,2,172,"48"
938,2,46.99000168,"65"
939,1,69,"22"
940,1,6.989999771,"12"
941,1,29.31999969,"56"
942,4,377.88999548,"25"
943,3,221.35000320999998,"18"
944,4,88.479999541,"15"
946,4,174.5,"50"
947,4,362.09999847,"48"
948,2,98.69000244,"21"
949,5,148.68000221,"64"
950,1,20.98999977,"58"
951,1,96,"24"
952,1,37.43999863,"48"
953,2,56.96000099,"54"
954,5,228.10999679000003,"38"
955,3,167.20999909,"54"
956,3,45.289999011,"58"
957,2,46.370001789999996,"49"
959,2,126.93999862999999,"40"
960,2,115.99000168,"48"
961,1,34.99000168,"31"
962,4,239.97999958000003,"39"
963,4,217.94000053000002,"59"
964,1,41.95000076,"18"
965,1,11.77999973,"65"
967,1,39.99000168,"60"
968,2,163,"25"
969,4,175.97000122,"26"
970,1,67.98999786,"42"
971,2,26.98999977,"30"
973,3,316.04999924000003,"67"
974,2,83.98000145,"32"
975,5,404.94999885100003,"21"
976,2,128.93999863,"46"
977,1,28,"21"
978,4,145.44000053,"41"
979,4,489.91999438,"12"
980,2,49.989999771,"22"
981,2,23.97999978,"36"
982,1,70,"48"
983,2,60.72000122,"43"
984,2,137.97999572999998,"67"
985,1,34.99000168,"20"
987,2,83.949999809,"21"
988,2,42.96999931,"15"
989,1,65,"53"
993,5,325.3500061,"68"
994,1,13.5,"12"
995,1,22.95000076,"54"
996,1,7.269999981,"47"
998,2,119,"68"
999,1,20.20999908,"54"
1000,1,39.97000122,"55"
1001,3,82.90000152,"22"
1002,2,95.89999771000001,"62"
1003,1,22.98999977,"12"
1004,2,93.98999977,"65"
1005,4,223.85000037999998,"65"
1007,1,27.95000076,"58"
1008,1,45.74000168,"23"
1012,1,19.5,"32"
1014,4,241.890005119,"23"
1015,1,50,"33"
1016,1,12.64999962,"36"
1017,5,377.77999877999997,"44"
1020,2,57.98999977,"50"
1021,1,24.5,"39"
1022,1,65,"61"
1023,1,38.45999908,"66"
1024,1,160,"51"
1026,2,22.10000038,"40"
1027,1,64.98999786,"23"
1029,2,180,"28"
1030,5,227,"22"
1031,2,118.97000122,"69"
1032,4,118.01000023,"19"
1033,1,32,"70"
1034,1,49.45000076,"27"
1035,1,39.99000168,"27"
1037,2,91.99000168,"47"
1038,2,139,"49"
1039,1,15.88000011,"42"
1040,1,50,"70"
1041,2,81.22000122,"19"
1042,6,404.75000382999997,"46"
1043,2,165.5299988,"56"
1044,1,34.99000168,"39"
1046,2,134.27999878,"14"
1047,2,77.93999862999999,"43"
1048,2,95.4300003,"58"
1049,1,79,"42"
1050,3,132.98999977,"14"
1051,2,94.96999930999999,"20"
1052,2,109.98999786,"70"
1053,7,340.76000022,"27"
1054,2,60.99000168,"54"
1055,3,78.21000004,"63"
1057,4,98.970001221,"41"
1059,3,464.93000030999997,"15"
1060,3,96.24999809100001,"60"
1063,1,29.98999977,"62"
1065,6,675.8299970400001,"63"
1066,1,159,"23"
1067,1,32,"52"
1068,4,295.98000145000003,"32"
1069,1,28.98999977,"21"
1070,3,243.98999786000002,"28"
1071,3,256.31000042,"62"
1073,3,933.44999981,"13"
1074,1,57.97999954,"49"
1075,1,54.99000168,"52"
1076,1,139.9900055,"46"
1077,1,39.95000076,"18"
1078,1,25,"34"
1079,2,127,"43"
1080,1,7.159999847,"68"
1081,1,13.98999977,"59"
1082,8,344.38999939099995,"60"
1083,1,18,"60"
1084,1,79.98999786,"70"
1085,1,17.75,"19"
1086,1,20.95000076,"48"
1087,5,291.98999977,"33"
1088,2,40.69999981,"24"
1089,1,330,"28"
1091,1,5.900000095,"29"
1092,1,140.0800018,"39"
1093,2,115.80999755,"52"
1094,3,274.44999887,"66"
1096,2,185.95999908,"35"
1097,1,16,"40"
1098,3,154.45999908,"65"
1099,1,44,"31"
1101,1,44,"12"
1102,1,29.98999977,"63"
1103,6,263.74000168,"49"
1104,1,60,"65"
1105,5,327.37000466,"12"
1106,2,120.56999969,"70"
1107,1,49,"32"
1108,7,330.85999678999997,"15"
1109,1,42.81000137,"21"
1110,4,474.97000122000003,"22"
1111,2,94.99000168,"17"
1112,1,52.5,"63"
1113,5,243.89000321,"47"
1115,5,402.36000251,"34"
1116,5,464.97998997,"17"
1117,1,25.95000076,"49"
1118,1,39.99000168,"40"
1119,1,35.99000168,"31"
1121,7,494.34999085,"27"
1122,1,50,"48"
1123,6,258.66000366000003,"70"
1124,2,85.49000168,"34"
1125,2,64,"45"
1126,3,294.7799988,"64"
1127,1,11.07999992,"52"
1128,1,43,"50"
1129,4,89.05999946,"63"
1131,1,25,"49"
1132,1,14.39999962,"56"
1133,5,286.71999931,"28"
1134,1,65,"38"
1135,5,287.73000145000003,"62"
1136,3,117.99000168,"60"
1137,2,107.5,"65"
1138,1,44,"47"
1140,5,230.42999838999998,"56"
1141,1,195,"39"
1143,1,32.99000168,"68"
1144,10,606.8999957999999,"57"
1145,2,50.98999977,"55"
1146,2,134.9899979,"69"
1147,1,40.49000168,"19"
1148,1,72,"56"
1149,2,226.5500031,"68"
1150,2,154.91999621,"63"
1151,1,89,"56"
1152,2,54.99000168,"20"
1153,1,50,"66"
1154,2,52.5,"34"
1155,5,220.13999938,"24"
1157,3,209.63000301,"28"
1158,1,39.99000168,"14"
1159,1,14.94999981,"59"
1160,2,83.18999862999999,"46"
1161,5,380.5600147,"66"
1162,1,68,"19"
1164,1,19.98999977,"32"
1165,2,148.82999798,"64"
1168,8,223.17000294000002,"39"
1169,2,35,"66"
1170,3,119,"63"
1173,2,218.6999969,"12"
1174,1,69.5,"37"
1175,3,211.58000183,"50"
1176,6,321.08999826999997,"59"
1178,4,110.87000084,"23"
1179,2,418.95999908,"36"
1181,2,119,"70"
1182,1,50.97999954,"48"
1183,1,44,"52"
1185,3,368.76999664,"34"
1186,2,119.06000042,"31"
1187,4,218.3900032,"40"
1188,1,29.95000076,"24"
1190,2,49.940000530000006,"32"
1191,2,240.95000076,"15"
1192,6,620,"32"
1193,1,45,"39"
1194,2,76.99000168,"50"
1195,2,157,"43"
1196,1,55.95999908,"24"
1197,3,326.48999977,"16"
1198,1,25,"42"
1199,1,75,"59"
1200,2,96.99000168,"15"
1202,1,63,"47"
1203,1,28.79999924,"22"
1204,1,26,"24"
1205,2,34.98999977,"65"
1206,5,242.24999809,"39"
1209,1,12.97999954,"37"
1210,1,8.989999771,"48"
1211,1,40.88000107,"21"
1212,4,238.650000562,"38"
1213,1,34.90000153,"45"
1214,1,89.94999695,"70"
1215,1,38,"26"
1217,1,62,"61"
1218,2,73.98000145,"55"
1219,2,172.93000217,"40"
1220,4,198.47000122,"58"
1222,1,61.5,"60"
1223,2,81.74000168,"43"
1224,1,12.34000015,"37"
1225,4,99.03000068,"18"
1226,1,90,"54"
1227,2,404.39999962,"61"
1230,2,84.92000008,"20"
1231,1,35,"57"
1232,3,207.22000504,"60"
1233,4,129.95000076,"63"
1234,2,117.63999748,"62"
1235,6,354.32999992,"36"
1236,1,69.98999786,"45"
1237,2,96.45000076,"50"
1238,4,232.49000168,"32"
1240,1,68.01000214,"15"
1241,2,67.159999847,"58"
1242,4,371.95999522,"19"
1243,1,10.5,"48"
1244,1,72,"29"
1245,4,106.190000533,"57"
1246,1,12.98999977,"22"
1247,2,48.97999954,"23"
1249,2,99.95000076,"58"
1250,2,46,"46"
1251,2,88.63000106999999,"42"
1252,3,146.32999805000003,"23"
1253,3,151.44000053000002,"39"
1254,4,984.21000194,"22"
1255,6,256.249999042,"66"
1257,1,32,"42"
1258,1,24.98999977,"48"
1260,1,28.5,"55"
1261,2,198.93999858,"44"
1262,4,257.42999643999997,"37"
1263,1,84.94999695,"60"
1264,3,109.06000328,"23"
1265,2,32.329999920000006,"27"
1266,1,10.38000011,"14"
1267,3,206,"28"
1268,2,204.95999912000002,"69"
1270,2,52.97999954,"67"
1271,2,277.04999924,"19"
1272,4,304.32000064600004,"14"
1273,1,40,"36"
1274,2,81.47000122,"24"
1275,1,44.63000107,"60"
1276,1,29.95000076,"46"
1277,5,343.48000336,"15"
1278,3,169.98999786000002,"25"
1280,3,163.97999954,"47"
1281,4,372.73000527,"42"
1282,1,33.95000076,"25"
1283,1,174,"67"
1284,3,471.88999172000007,"53"
1285,1,24.98999977,"65"
1286,2,94.94000244,"19"
1287,4,176.3199997,"13"
1288,3,91.94000052999999,"15"
1289,1,14.39999962,"44"
